uid,block,source_uid,policy,condition,comparison,tol_ms,f1,boundary_retention,token_ratio,token_delta,hz
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,pitch_up3,sham,20.0,0.9,0.9,1.0,0,5.094066570188134
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,pitch_up3,sham,40.0,0.9,0.9,1.0,0,5.094066570188134
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,pitch_up3,sham,20.0,0.9090909090909091,1.0,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,pitch_up3,sham,40.0,0.9090909090909091,1.0,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,pitch_up3,sham,20.0,1.0,1.0,1.0,0,7.872648335745297
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,7.872648335745297
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,pitch_up3,sham,20.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00028__pitch_up3,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,duration_080,sham,20.0,0.8780487804878049,0.782608695652174,0.7916666666666666,-5,10.998552821997105
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,duration_080,sham,40.0,0.8780487804878049,0.782608695652174,0.7916666666666666,-5,10.998552821997105
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,duration_080,sham,20.0,0.75,0.6428571428571429,0.7333333333333333,-4,6.367583212735166
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,duration_080,sham,40.0,0.8333333333333334,0.7142857142857143,0.7333333333333333,-4,6.367583212735166
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,duration_080,sham,20.0,0.631578947368421,0.6,0.9090909090909091,-1,5.788712011577424
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,duration_080,sham,40.0,0.8421052631578947,0.8,0.9090909090909091,-1,5.788712011577424
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,duration_080,sham,20.0,0.8421052631578947,0.8,0.9090909090909091,-1,5.788712011577424
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,duration_080,sham,40.0,0.8421052631578947,0.8,0.9090909090909091,-1,5.788712011577424
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,duration_080,sham,20.0,0.6896551724137931,0.625,0.8235294117647058,-3,8.104196816208393
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,duration_080,sham,40.0,0.8275862068965517,0.75,0.8235294117647058,-3,8.104196816208393
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,duration_080,sham,20.0,0.9230769230769231,0.8571428571428571,0.875,-1,4.052098408104197
ex01_default_00028__duration_080,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,duration_080,sham,40.0,0.9230769230769231,0.8571428571428571,0.875,-1,4.052098408104197
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,duration_125,sham,20.0,0.8936170212765957,0.9130434782608695,1.0416666666666667,1,9.261831990367694
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,duration_125,sham,40.0,0.9787234042553191,1.0,1.0416666666666667,1,9.261831990367694
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,duration_125,sham,20.0,0.8571428571428571,0.8571428571428571,1.0,0,5.5570991942206165
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,duration_125,sham,40.0,1.0,1.0,1.0,0,5.5570991942206165
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,duration_125,sham,20.0,0.6086956521739131,0.7,1.2727272727272727,3,5.186625914605909
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,duration_125,sham,40.0,0.6956521739130435,0.8,1.2727272727272727,3,5.186625914605909
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,duration_125,sham,20.0,0.6956521739130435,0.8,1.2727272727272727,3,5.186625914605909
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,duration_125,sham,40.0,0.782608695652174,0.9,1.2727272727272727,3,5.186625914605909
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,duration_125,sham,20.0,0.9090909090909091,0.9375,1.0588235294117647,1,6.66851903306474
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,duration_125,sham,40.0,0.9696969696969697,1.0,1.0588235294117647,1,6.66851903306474
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,duration_125,sham,20.0,1.0,1.0,1.0,0,2.963786236917662
ex01_default_00028__duration_125,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,duration_125,sham,40.0,1.0,1.0,1.0,0,2.963786236917662
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,pitch_flat,sham,20.0,0.9777777777777777,0.9565217391304348,0.9583333333333334,-1,10.651230101302462
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,pitch_flat,sham,40.0,0.9777777777777777,0.9565217391304348,0.9583333333333334,-1,10.651230101302462
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,pitch_flat,sham,20.0,0.9629629629629629,0.9285714285714286,0.9333333333333333,-1,6.4833574529667155
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,pitch_flat,sham,40.0,0.9629629629629629,0.9285714285714286,0.9333333333333333,-1,6.4833574529667155
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,pitch_flat,sham,20.0,0.8181818181818182,0.9,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,pitch_flat,sham,40.0,0.8181818181818182,0.9,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,pitch_flat,sham,20.0,0.7272727272727273,0.8,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,pitch_flat,sham,40.0,0.8181818181818182,0.9,1.1818181818181819,2,6.020260492040522
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,pitch_flat,sham,20.0,0.9032258064516129,0.875,0.9411764705882353,-1,7.409551374819103
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,pitch_flat,sham,40.0,0.9032258064516129,0.875,0.9411764705882353,-1,7.409551374819103
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,pitch_flat,sham,20.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00028__pitch_flat,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,pitch_flat,sham,40.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,envelope_compress,original,20.0,1.0,1.0,1.0,0,11.114327062228655
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,asr_3408,envelope_compress,original,40.0,1.0,1.0,1.0,0,11.114327062228655
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,envelope_compress,original,20.0,1.0,1.0,1.0,0,6.946454413892909
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3407,envelope_compress,original,40.0,1.0,1.0,1.0,0,6.946454413892909
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,envelope_compress,original,20.0,1.0,1.0,1.0,0,5.557163531114328
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3408,envelope_compress,original,40.0,1.0,1.0,1.0,0,5.557163531114328
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,envelope_compress,original,20.0,0.9523809523809523,1.0,1.0909090909090908,1,5.557163531114328
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,emotion_3409,envelope_compress,original,40.0,0.9523809523809523,1.0,1.0909090909090908,1,5.557163531114328
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,envelope_compress,original,20.0,0.967741935483871,1.0,1.0625,1,7.872648335745297
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,intent_3408_last,envelope_compress,original,40.0,0.967741935483871,1.0,1.0625,1,7.872648335745297
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,envelope_compress,original,20.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00028__envelope_compress,ex01::HE WROTE GULLIVER'S TRAVEL,ex01_default_00028,speaker_count_3408_last,envelope_compress,original,40.0,1.0,1.0,1.0,0,3.7047756874095517
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,original,original,20.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,original,original,40.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,original,original,20.0,1.0,1.0,1.0,0,6.73067405721073
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,original,original,40.0,1.0,1.0,1.0,0,6.73067405721073
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,original,original,20.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,original,original,40.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,original,original,20.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,original,original,40.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,original,original,20.0,1.0,1.0,1.0,0,8.314362070672077
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,original,original,40.0,1.0,1.0,1.0,0,8.314362070672077
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,original,original,20.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__original,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,original,original,40.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,sham,original,20.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,sham,original,40.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,sham,original,20.0,0.9696969696969697,1.0,1.0588235294117647,1,7.126596060576067
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,sham,original,40.0,0.9696969696969697,1.0,1.0588235294117647,1,7.126596060576067
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,sham,original,20.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,sham,original,40.0,1.0,1.0,1.0,0,6.334752053845393
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,sham,original,20.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,sham,original,40.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,sham,original,20.0,1.0,1.0,1.0,0,8.314362070672077
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,sham,original,40.0,1.0,1.0,1.0,0,8.314362070672077
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,sham,original,20.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__sham,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,sham,original,40.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,pitch_down3,sham,20.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,pitch_down3,sham,40.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,pitch_down3,sham,20.0,0.9696969696969697,0.9411764705882353,0.9444444444444444,-1,6.73067405721073
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,pitch_down3,sham,40.0,0.9696969696969697,0.9411764705882353,0.9444444444444444,-1,6.73067405721073
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,pitch_down3,sham,20.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,pitch_down3,sham,40.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,pitch_down3,sham,20.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,pitch_down3,sham,40.0,0.9333333333333333,0.9333333333333333,1.0,0,6.334752053845393
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,pitch_down3,sham,20.0,0.975609756097561,1.0,1.0476190476190477,1,8.710284074037414
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,pitch_down3,sham,40.0,0.975609756097561,1.0,1.0476190476190477,1,8.710284074037414
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,pitch_down3,sham,20.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__pitch_down3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,pitch_down3,sham,40.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,pitch_up3,sham,20.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,asr_3408,pitch_up3,sham,40.0,1.0,1.0,1.0,0,10.6898940908641
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,pitch_up3,sham,20.0,0.9375,0.8823529411764706,0.8888888888888888,-2,6.334752053845393
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3407,pitch_up3,sham,40.0,0.9375,0.8823529411764706,0.8888888888888888,-2,6.334752053845393
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,pitch_up3,sham,20.0,0.896551724137931,0.8666666666666667,0.9375,-1,5.938830050480056
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3408,pitch_up3,sham,40.0,0.896551724137931,0.8666666666666667,0.9375,-1,5.938830050480056
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,pitch_up3,sham,20.0,0.8571428571428571,0.8,0.875,-2,5.542908047114719
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,emotion_3409,pitch_up3,sham,40.0,0.8571428571428571,0.8,0.875,-2,5.542908047114719
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,pitch_up3,sham,20.0,0.9743589743589743,0.95,0.9523809523809523,-1,7.918440067306741
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,intent_3408_last,pitch_up3,sham,40.0,0.9743589743589743,0.95,0.9523809523809523,-1,7.918440067306741
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,pitch_up3,sham,20.0,1.0,1.0,1.0,0,3.1673760269226965
ex01_default_00146__pitch_up3,ex01::LYNN'S WORKING ON SAGE'S LYRICS,ex01_default_00146,speaker_count_3408_last,pitch_up3,sham,40.0,1.0,1.0,1.0,0,3.1673760269226965
